review_id_1,stars_1,pre_cleaned_text_1,review_id_2,stars_2,pre_cleaned_text_2
Aj0UVTXgRLXAasN1X4qXuA,5,"Great food... Love the Fish tacos & Nachos are great  it's really a nice atmosphere for family settings and night or dates too.. Music beach bar, home made ice cream  & a little play ground - it's great",5QxU40024gw-5lp9LZLTnQ,5,"Great food... Love the Fish tacos & Nachos are great  it's really a nice atmosphere for family settings and night or dates too.. Music beach bar, home made ice cream  & a little play ground - it's great"
pGb0oTbN4VzT_Yi6okLJLg,5,"Have been here many times and always had a great experience. When we moved to Rita Ranch 6 months ago my husband and I did a lot of rehab work on our new house and would go almost once a week to recover from the week's ""work-out"". It's always clean, they never gyp you on time, take the time to work on problem areas. Felicia is the best. Highly recommend them! 

Update...neck really bothering me so I went in and had the best therapeutic massage with Felicia. It was amazing! She is truly talented.",3wXKdriZgtkDiOVpPsjGpQ,5,"Have been here many times and always had a great experience. When we moved to Rita Ranch 6 months ago my husband and I did a lot of rehab work on our new house and would go almost once a week to recover from the week's ""work-out"". It's always clean, they never gyp you on time, take the time to work on problem areas. Felicia is the best. Highly recommend them!"
4hkyEGd2czNMr4Ejiutapw,5,The salsa and guacamole is. Made fresh daily. The chips are home made as well. The shrimp burrito was huge but was tasty and fresh. The wait staff was just average.,QLaTuzOgZJQsdyprlRiNjw,5,The salsa and guacamole is. Made fresh daily. The chips are home made as well. The shrimp burrito was huge but was tasty and fresh. The wait staff was just average. Another great lunch!
yMSrzyt6N5oBGYEcs2xU0g,3,"Fun place, inviting interior and a pleasure to hang outside with the couches, etc. brunch food was very good, and beer selection exceptional.  Waiter, however, was a disaster.  Was jerky to us from the beginning, (we were all sitting around asking each other why he was being such a jerk to us), did not know the menu at all, constantly disappeared on us, and was argumentative when he brought out the wrong order (twice)...and there were only 2 other tables at the time). Otherwise, would have gotten 4 stars.",IqZK6Yy0bNj00fwpO2LbVw,3,"Fun place, inviting interior and a pleasure to hang outside with the couches, etc. brunch food was very good, and beer selection exceptional.  Waiter, however, was a disaster.  Was jerky to us from the beginning (we were all sitting around asking each other why he was being such an asshole to us), did not know the menu at all, constantly disappeared on us, and was argumentative when he brought out the wrong order (twice).  Otherwise, would have gotten 4 stars."
ycHEv5wwMZOsNgAW8dn_Og,5,"Good food, great milkshakes!! Loved it! I will definitely be back next time I am in town!!",3tg4_-cCiWmUMhNmXVaVBA,5,"Atmosphere, service and food were great ! Next time we are in town we will re visit !"
8izdGftq1oOKxOJtw-UAeg,1,"I have been to The Blind Tiger on multiple occasions for everything from business meetings to pleasure like this morning. It has a great atmosphere inside and is in a convenient location. And after this mornings experience, along with multiple subpar visits, I had to write a review. The staff's attitude is always hit or miss on whether or not they are having a good day. I walked in this morning about 30 minutes after opening. It was quiet inside because it is an early Sunday morning. I said good morning to the girl who looked like she was mad at the world. Okay, we all have bad days and this wasn't the first time experiencing this there so I blew it off. I stated that I wanted my order to go and order two drinks. I asked about a pastry which was told it was a guava and cheese (one of my favorites) so I ordered one of those too. I sitting outside and walked back in after a few minutes to check on my order. I saw that the pastry was boxed up (which I appreciate the personal touch of their logo on the box) and then was told my first drink was ready. It wasn't in a to go cup so it had to be fixed. Instead of the barista handing it to me at the counter where I grabbed the pastry and was waiting, maybe three feet from the barista, she made me walk down to her to grab the cup instead of her walking to me. I walked back outside to wait on my second order, came back in a few minutes later to my next drink just being finished. I told the barista that the drink looked beautiful from the design she made on top and got zero response. And no have a good day, thank you, nothing. Instead the ladies were talking about what food they wanted to eat. Again, I was the only one who they were waiting on because it was a Sunday morning. I left and began drinking my coffee and it wasn't hot and my boyfriend's wasn't either, but it wasn't worth going back after all of that. And to top it all off, when I got home to eat the pastry, it didn't have any cheese in it and barely any guava and I threw part of it away. What blows my mind even more is that they hold training classes for those who want to learn more about coffee. They should focus more on making sure their staff is performing up to expectations as today they failed in almost every way possible.",8rc_chEA-0hepb_WQea7jg,4,"UPDATE: Roberto, the owner reached out to me and showed true care and compassion for his business and customers. We had multiple discussions back and forth and I could tell he wanted to make my poor experience better and because of this, I told him I would give them another chance. I went in this morning and was greeted by a very nice gentleman behind the counter and then given some additional information about my order that I was unaware of by the barista, which was greatly appreciated. My order was also made quickly, even with me waiting behind another customer. My drink still wasn't very hot but definitely an improvement from this past weekend. I am happy to re-rate The Blind Tiger. Thank you Roberto! We should have more local businesses show this much care. 

Initial Review:
I have been to The Blind Tiger on multiple occasions for everything from business meetings to pleasure like this morning. It has a great atmosphere inside and is in a convenient location. And after this mornings experience, along with multiple subpar visits, I had to write a review. The staff's attitude is always hit or miss on whether or not they are having a good day. I walked in this morning about 30 minutes after opening. It was quiet inside because it is an early Sunday morning. I said good morning to the girl who looked like she was mad at the world. Okay, we all have bad days and this wasn't the first time experiencing this there so I blew it off. I stated that I wanted my order to go and order two drinks. I asked about a pastry which was told it was a guava and cheese (one of my favorites) so I ordered one of those too. I sitting outside and walked back in after a few minutes to check on my order. I saw that the pastry was boxed up (which I appreciate the personal touch of their logo on the box) and then was told my first drink was ready. It wasn't in a to go cup so it had to be fixed. Instead of the barista handing it to me at the counter where I grabbed the pastry and was waiting, maybe three feet from the barista, she made me walk down to her to grab the cup instead of her walking to me. I walked back outside to wait on my second order, came back in a few minutes later to my next drink just being finished. I told the barista that the drink looked beautiful from the design she made on top and got zero response. And no have a good day, thank you, nothing. Instead the ladies were talking about what food they wanted to eat. Again, I was the only one who they were waiting on because it was a Sunday morning. I left and began drinking my coffee and it wasn't hot and my boyfriend's wasn't either, but it wasn't worth going back after all of that. And to top it all off, when I got home to eat the pastry, it didn't have any cheese in it and barely any guava and I threw part of it away. What blows my mind even more is that they hold training classes for those who want to learn more about coffee. They should focus more on making sure their staff is performing up to expectations as today they failed in almost every way possible."
-kfkb9qoZxvf1blRdrenLQ,4,"This is a quiet quaint place hidden from the traffic. Madre is a clean modern looking restaurant. Tacos are the main food. Sandwichs, guaq and chips, beer and other drinks are available also. My wife had the Ensinada fish taco ( Baja style grilled). I had the Idaho Potato and chorizo, and mushroom tacos.  All were superb and unique with sauces and ingredients. I will gladly go there again and enjoy the quiet atmosphere and great food. Service was fantastic also.",_knbbTJZq7MIjpBDSNPMkA,5,"This is a quiet quaint place hidden from the traffic. Madre is a clean modern looking restaurant. Tacos are the main food. Sandwichs, guaq and chips, beer and other drinks are available also. My wife had the Ensinada fish taco ( Baja style grilled). I had the Idaho Potato and chorizo, and mushroom tacos.  All were superb and unique with sauces and ingredients. I will gladly go there again and enjoy the quiet atmosphere and great food. Service was fantastic also. I love the incentive menu."
453I3aMT_YCQW655gKkzdQ,4,"Food= Amazing
Service= Great
Prices= Reasonable

Stop reading and start eating!",ORVPBNFVsKKXaDaTUfhJXQ,5,"How is this place in Tampa?! And Carrollwood of all places?! 
Food is amazing and service is great!!!"
RuPu2dWG2WZIzEV7nSx-qg,5,"We were back last night for the second time: as with the first, it was a splendid dinner experience. Style, quality, presentation: everything sets this restaurant apart. It is a welcome addition to the Santa Barbara food scene. I do like the simple, unassuming atmosphere.
Finally a restaurant that will change its menu once a month!!",EyS4A5SJ-k09YglZvXusaA,5,"We were back last night for the second time: as with the first, it was a splendid dinner experience. Style, quality, presentation: everything sets this restaurant apart. It is a welcome addition to the Santa Barbara food scene. I do like the simple, unassuming atmosphere.
Finally a restaurant that will change its menu once a month!!"
1DA_lt_r0peRf3nD_HIYFA,5,"Truly a hidden gem. Fantastic, charming service, nice cozy atmosphere with unique and delicious home cooked food. Lots of vegetarian dishes, but we went in another direction. We started with an Ashak appetizer, an incredible lightly steamed dumpling covered with a meat, yogurt sauce.  Also tried The Bulani appetizer. It was a crunchy fried potato and onion pastry with a yogurt dip. It's a BYOB, so we brought a decent bottle of champagne and saved a lot on the bill. I ordered the Qablee Palaw which was tender marinated lamb with almonds, raisins, carrots, and rice. My wife had the lamb kabob, grilled, smoky and very tender. We finished the meal with afghan style ice cream, and baklava with two strong coffees. Perhaps the best and most affordable meal we've had in town in the last several years.",QCMSxPR3sC58haF_Hf0wAQ,5,"Truly a hidden gem. Charming service, nice cozy atmosphere with unique and delicious home cooked food. Lots of vegetarian dishes, but we went in another direction. We started with an Ashak appetizer, an incredible lightly steamed dumpling covered with a meat, yogurt sauce.  Also tried The Bulani appetizer. It was a crunchy fried potato and onion pastry with a yogurt dip. It's a BYOB, so we brought a decent bottle of champagne and saved a lot on the bill. I ordered the Qablee Palaw which was tender marinated lamb with almonds, raisins, carrots, and rice. My wife had the lamb kabob, grilled, smoky and very tender. We finished the meal with afghan style ice cream, and baklava with  two strong coffees. Perhaps the best and most affordable meal we've had in town in the last several years."
ONbp-wxW8IuSWE4W6ptYYQ,5,"Had a lovely experience last weekend at Coco Blue! Really appreciated Michelle's attention to detail. My nails look amazing! Will definitely be back! They still look perfect five days later, which I greatly appreciate :)",84iDAib8hDwN0jZRFwsKnw,5,Had a lovely experience this afternoon at Coco Blue! Really appreciated Michelle's attention to detail. My nails look amazing! Will definitely be back!
4F7-40UML8B32d7ApJ76gw,3,This is the best pizza by far in Reno. Crisp crust and loaded with toppings. it was AMAZING!,J1EHP4O881-CP5HtbbGB2A,5,This is the best pizza by far in Reno. Crisp crust and loaded with toppings. it was AMAZING!
oiXjvGiRSrjTMhwR_phshg,4,"Second time eating here, I had the classic cheeseburger with sweet potato fries.  Good burger, really good fries.  Service was good.  Atmosphere is upbeat, high-end casual.  Decent noise level for group conversation.  $12 for burger & fries is pricey for the size of this burger.  There are better places for a burger.  Huge selection of beers on tap makes this a great place to hang out and drink with friends though.",iGCkTmfqkbotUX_sXcGyNw,4,"Second time eating here, I had the classic cheeseburger with sweet potato fries.  Good burger, really good fries.  Service was good.  Atmosphere is upbeat, high-end casual.  Good noise level for group conversation.  $12 for burger & fries is pretty pricey and there are better places for a burger.  Huge selection of beers on tap makes this a great place to hang out and drink."
ScgUWBtv2XxrFzEMar5tcw,2,"It is sad but seemingly true that this place has survived for years on the overflow traffic from some of the other places at John's Pass. Tired of the wait at Bubba Gump? Not in the mood for pizza from Delosa's? Just realized that you paid for parking and that Walt'z has closed for the day - plus your feet hurt from a day at the beach ... stop for a while at Sculley's and take what they serve you. If you can find a server, that is. 

Actually, the service isn't that bad ... the problem is with the layout of the place. The shops here want to have an eclectic air, as though they were built from driftwood and shipping crates held together with sail cloth and rope. This is fine in fantasy, but in reality does not make it easy for the wait staff to get around easily of remain within eye sight of their tables. 

The food is passable, but unexceptional. Being a stone throw away from Gulf of Mexico means that a restaurant can lean towards basic tourist fare (they likely won't know how boring it is) and get away with it. Locals tend to shy away from such places, unless they are entertaining out-of-townees who believe boat drinks and breezes are more important than fine dining.",rvVHGIfukq2bEPwYbUkOlA,2,"I don't understand why Yelp has two separate listings for the same restaurant? Oh well ... my review covers them both:

It is sad but seemingly true that this place has survived for years on the overflow traffic from some of the other places at John's Pass. Tired of the wait at Bubba Gump? Not in the mood for pizza from Delosa's? Just realized that you paid for parking and that Walt'z has closed for the day - plus your feet hurt from a day at the beach ... stop for a while at Sculley's and take what they serve you. If you can find a server, that is. 

Actually, the service isn't that bad ... the problem is with the layout of the place. The shops here want to have an eclectic air, as though they were built from driftwood and shipping crates held together with sail cloth and rope. This is fine in fantasy, but in reality does not make it easy for the wait staff to get around easily of remain within eye sight of their tables. 

The food is passable, but unexceptional. Being a stone throw away from Gulf of Mexico means that a restaurant can lean towards basic tourist fare (they likely won't know how boring it is) and get away with it. Locals tend to shy away from such places, unless they are entertaining out-of-townees who believe boat drinks and breezes are more important than fine dining."
HCZvN8NWk2WqZ-PMYe4v5Q,1,"While I was moving in and had all my stuff on my patio the inspector left a note that was threatening :
Stating I had inappropriate items on my patio 
Trash left out 
EXCUSE me but I was moving !!!!!!
So I went to the office and a woman named Deborah helped me ..
Very condescending .. Acted like I had no right to complain about my note...
Then I asked for a copy of my lease.. Oops again .... 
We're sorry you can't have that it's under lock and key!!! WHAT!!!!!
This volley of info and rudeness continued until she came out and said they were closing the office for the night!!
WOW what a difference from my rental I'm Asheville NC.. Friendly clean always remembered who we were even though it was a huge complex..
Ohhh , they will be friendly when you are looking but once you sign the dotted line ....not so great!!!!
You're just a number , you mean nothing to SENTINAL CORP believe me or they would have a nicer staff and wouldn't have to threaten you when your trying to get all your stuff put away!!!!",6OkyfYkIyiFbbo4F2dw_mQ,1,"While I was moving in and had all my stuff on my patio the inspector left a note that was threatening :
Stating I had inappropriate items on my patio 
Trash left out 
EXCUSE me but I was moving !!!!!!
So I went to the office and a woman named Deborah helped me ..
Very condescending .. Acted like I had no right to complain about my note...
Then I asked for a copy of my lease.. Oops again .... 
We're sorry you can't have that it's under lock and key!!! WHAT!!!!!
This volley of info and rudeness continued until she came out and said they were closing the office for the night!!
WOW what a difference from my rental I'm Asheville NC.. Friendly clean always remembered who we were even though it was a huge complex..
Ohhh , they will be friendly when you are looking but once you sign the dotted line ....not so great!!!!
You're just a number , you mean nothing to SENTINAL CORP believe me or they would have a nicer staff and wouldn't have to threaten you when your trying to get all your stuff put away!!!!"
rNU_BxE8708rCxhHCPqeNg,5,"The beer garden alone is worth 5 stars! When I first came here I didn't realize they have a whole beer garden in the back with so many selections where you can even build your own 6 packs!
Love this place! It's definitely my go to for beer now!",pbYsyFYhhmY8HcijgnhB0Q,4,"The beer garden alone is worth 5 stars! When I first came here I didn't realize they have a whole beer garden in the back with so many selections where you can even build your own 6 packs!
Love this place! It's definitely my go to for beer now! 

Great pizza but who ever answers the phone is very rude and nasty. I have encountered this more then once and it's very upsetting."
8Kt58nTGutf3W-PMxo1C7Q,4,"This Wendy's is a good location. Open 24 hours for the midnight fry and frosty fix. They are pretty busy all day long so they are constantly making food non-stop.
The downfall to the constant food production is that sometimes they make so much, a burger may sit around and get luke warm. I did just have a cool temp burger and nuggets, however when i brought it the their attention, they immediately made sure i got fresh 'hot and juicy' food. Not a big deal but does need patience. 
Since i ate inside it was not that big a deal, if i went to the drive through and then hopped on the Turnpike before i took a bite, i would be very upset.
Food quality was consistent with other Wendy's and the 4th star was for customer service and fixing the mistake like a pro!",DRb0DgniOcnG_NSU6F9k0w,4,"This Wendy's is a good location. Open 24 hours for the midnight fry and frosty fix. They are pretty busy all day long so they are constantly making food non-stop.
The downfall to the constant food production is that sometimes they make so much, a burger may sit around and get luke warm. I did just have a cool temp burger and nuggets, however when i brought it the their attention, they immediately made sure i got fresh 'hot and juicy' food. Not a big deal but does need patience. 
Since i ate inside it was not that big a deal, if i went to the drive through and then hopped on the Turnpike before i took a bite, i would be very upset.
Food quality was consistent with other Wendy's and the 4th star was for customer service and fixing the mistake like a pro!"
0-t0v0Yi0I30vEYijK7yrw,5,Awesome food...everything was fresh and made to order the owner Chris is super helpful and his wife Henna are super nice and made my experience there super Awesome!  Kimchi was fresh and the food was super delicious.  I will be back!!!,5Cub51HNrWtLlIyZ0r1_bw,5,Awesome food...everything was fresh and made to order the owner Chris is super helpful and his wife Henna are super nice and made my experience there super Awesome!  Kimchi was fresh and the food was super delicious.  I will be back!!!
9SDRSG-MY3z2xtef9YR6pw,1,"Stopped in here with my wife and a friend for lunch today. And let me tell you it will probably be the last time I visit this location.  I normally love QDOBA but this location down right sucks. From the ride ass customer service to the cleanliness it's just all around terrible. I've never had a person whistle at me from behind a ""line"" and say ""excuse me what would you like to eat"". You're kidding me right?

And plus look at my pics, this chick had her hair dangling down in front of her face and swaying back in forth and prepping food. ARE YOU SERIOUS? What happened to having it covered up? I won't be back to this location, to easy to get sick or catch something.",9QnksVW0N42dtc48Qkh-TQ,1,"Stopped in here with my wife and a friend for lunch today. And let me tell you it will probably be the last time I visit this location.  I normally love QDOBA but this location down right sucks. From the ride ass customer service to the cleanliness it's just all around terrible. I've never had a person whistle at me from behind a ""line"" and say ""excuse me what would you like to eat"". You're kidding me right?

And plus look at my pics, this chick had her hair dangling down in front of her face and swaying back in forth and prepping food. ARE YOU SERIOUS? What happened to having it covered up? I won't be back to this location, to easy to get sick or catch something."
9SDRSG-MY3z2xtef9YR6pw,1,"Stopped in here with my wife and a friend for lunch today. And let me tell you it will probably be the last time I visit this location.  I normally love QDOBA but this location down right sucks. From the ride ass customer service to the cleanliness it's just all around terrible. I've never had a person whistle at me from behind a ""line"" and say ""excuse me what would you like to eat"". You're kidding me right?

And plus look at my pics, this chick had her hair dangling down in front of her face and swaying back in forth and prepping food. ARE YOU SERIOUS? What happened to having it covered up? I won't be back to this location, to easy to get sick or catch something.",_yksU6flhznwsX5evFYuJw,1,"Stopped in here with my wife and a friend for lunch today. And let me tell you it will probably be the last time I visit this location.  I normally love QDOBA but this location down right sucks. From the rude a** customer service to the cleanliness it's just all around terrible. I've never had a person whistle at me from behind a ""line"" and say ""excuse me what would you like to eat"". You're kidding me right?

And plus look at my pics, this chick had her hair dangling down in front of her face and swaying back in forth and prepping food. ARE YOU SERIOUS? What happened to having it covered up? I won't be back to this location, to easy to get sick or catch something."
